customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,City,SignupDate,Churn
CUST-1596,FEMALE,0,yes,No,17.0,Yes,No,Fiber optic,Two year,no,Electronic check,71.82,1170.87,Bengaluru,02-04-2021,No
CUST-1860,FEMALE,0,No,No,13.0,no,No phone service,No,Month-to-month,Yes,Credit card,102.08,1321.11,Delhi,10-09-2022,Yes
CUST-2066,Female,1,Yes,No,19.0,yes,,No,Month-to-month,YES,Bank transfer,52.87,1022.52,,26-10-2023,No
CUST-1049,Male,1,No,No,43.0,Yes,Yes,fiber optic,Two year,No,Mailed check,62.82,2805.9,Hyderabad,08-04-2018,Yes
CUST-1505,FEMALE,0,No,Yes,9.0,No,No,Fiber optic,month-to-month,No,Credit card,102.61,951.99,Bengaluru,03-10-2020,1
CUST-1921, Male,0,No,Yes,36.0,No,Yes,dsl,One year,Yes,Mailed check,80.02,2880.91,Chennai,10-01-2023,No
CUST-1404,,1,Yes,Yes,46.0,No,Yes,Fiber optic,One year,Yes,Mailed check,47.13,2346.43,Mumbai,16-03-2020,No
CUST-1340,Male,0,No,No,36.0,No,Yes,fiber optic,Month-to-month,Yes,Credit card,70.04,2455.8,Mumbai,09-11-2019,NO
CUST-1154,Male,0,No,,65.0,No,No,Fiber optic,Two year,no,Credit card,57.53,3842.44,Delhi,03-11-2018,No
CUST-2033, Male,nan,Yes,No,54.0,no,No,fiber optic,Month-to-month,No,Bank transfer,57.38,3188.0,Mumbai,21-08-2023,Yes
CUST-1671,male,0,No,Yes,54.0,No,No phone service,DSL,Two year,Yes, Electronic check,56.56,3136.54,,30-08-2021,No
CUST-2039,Male,1,No,N,29.0,yes,,DSL,One year,No,Credit card,75.83,2225.13,Bengaluru,02-09-2023,No
CUST-1946,FEMALE,1,yes,N,17.0,Yes,Yes,fiber optic,One year,No,Credit card,40.99,667.49,,01-03-2023,1
CUST-1322,Female,0,No,No,72.0,Yes,No,No,Month-to-month,YES,Electronic check,76.88,5502.0,,04-10-2019,No
CUST-1725,Male,0,No,,67.0,No,Yes,DSL,Two year,Yes,Credit card,75.25,5475.47,,15-12-2021,No
CUST-1705,male,0,yes,Yes,26.0,Yes,No,,Month-to-month,Yes,Electronic check,94.87,2464.52,Mumbai,05-11-2021,0
CUST-1082,FEMALE,0,No,,20.0,Yes,No,,Month-to-month,No,Mailed check,36.17,705.81,Bengaluru,13-06-2018,NO
CUST-1702,Male,0,Yes,N,18.0,No,No phone service,No,Month-to-month,Yes,Electronic check,71.57,1297.68,bengaluru,30-10-2021,No
CUST-1464,male,0,No,Yes,45.0,Yes,No phone service,fiber optic,Two year,Yes,Mailed check,83.14,4006.32,Bengaluru,13-07-2020,0
CUST-1942,Male,0,,No,38.0,yes,No,No,Two year,Yes,Electronic check,79.95,3155.01,Chennai,21-02-2023,No
CUST-2094,male,0,No,No,34.0,Yes,Yes,Fiber optic,One year,no,Bank transfer,36.16,1281.95,MUMBAI,21-12-2023,NO
CUST-1333, Male,0,Yes,No,55.0,Yes,No,DSL,Two year,Yes,Mailed check,79.58,4127.47,Bengaluru,26-10-2019,No
CUST-1010,Female,0,,,,Yes,Yes,DSL,Two year,No,Mailed check,67.3,0.0,Bengaluru,20-01-2018,No
CUST-1470,Female,1,yes,,70.0,Yes,No phone service,fiber optic,Month-to-month,No,,79.42,5406.45,Mumbai,25-07-2020,Yes
CUST-1032,Female,0,Yes,Yes,69.0,No,No phone service,DSL,Month-to-month,No,Bank transfer,56.96,3707.56,Chennai,05-03-2018,No
CUST-1691, Male,0,,No,2.0,No,No,fiber optic,,Yes,Credit card,97.19,206.94,Chennai,08-10-2021,No
CUST-1413, Male,0,NO,N,62.0,Yes,No,No,Month-to-month,No,Electronic check,58.35,3618.27,Bengaluru,02-04-2020,Yes
CUST-1580,Female,0,Yes,Y,0.0,No,No phone service,No,Month-to-month,Yes, Electronic check,95.9,0.0,Hyderabad,01-03-2021,No
CUST-1382,FEMALE,0,Yes,No,63.0,yes,,,One year,No,Credit card,48.3,2953.32,Delhi,01-02-2020,No
CUST-1729,Female,0,yes,,32.0,Yes,Yes,,month-to-month,No,Electronic check,78.87,2526.22,Hyderabad,23-12-2021,1
CUST-1669,Female,1,Yes,Yes,66.0,Yes,Yes,fiber optic,Month-to-month,Yes,Electronic check,28.8,1935.4,Hyderabad,26-08-2021,No
CUST-2062,Male,1,Yes,Y,63.0,Yes,No phone service,Fiber optic,Two year,Yes,Electronic check,59.27,3565.76,Hyderabad,18-10-2023,No
CUST-1740,Male,0,,No,3.0,No,Yes,DSL,Two year,Yes,Mailed check,52.12,157.02,bengaluru,14-01-2022,NO
CUST-1975,male,0,Yes,Yes,50.0,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,64.64,3071.52,Bengaluru,27-04-2023,Yes
CUST-1378,Female,0,Yes,No,13.0,yes,No,Fiber optic,Month-to-month,No,Bank transfer,83.73,1051.77,Chennai,24-01-2020,NO
CUST-1089,Female,0,Yes,No,8.0,Yes,,fiber optic,One year,no,Credit card,35.28,261.93,Chennai,27-06-2018,NO
CUST-1601,FEMALE,nan,No,N,71.0,Yes,No phone service,dsl,One year,YES,Bank transfer,65.3,4364.78,Hyderabad,12-04-2021,No
CUST-1213,FEMALE,0,No,,30.0,No,,fiber optic,Month-to-month,No, Electronic check,49.32,1463.08,Bengaluru,01-03-2019,No
CUST-2017, Male,0,Yes,N,49.0,Yes,Yes,No,One year,No,Bank transfer,27.14,1357.38,Mumbai,20-07-2023,yes
CUST-1133,Female,0,Yes,Yes,12.0,No,No,Fiber optic,Month-to-month,Yes,Credit card,40.83,492.52,Chennai,23-09-2018,No
CUST-1346,,nan,,No,,Yes,Yes,Fiber optic,Month-to-month,no,Mailed check,27.23,0.0,Chennai,21-11-2019,yes
CUST-1757, Male,0,Yes,,20.0,yes,No,Fiber optic,Two year,Yes,Bank transfer,128.74,2504.44,Bengaluru,17-02-2022,No
CUST-1007,FEMALE,1,No,Yes,19.0,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,84.66,1594.26,MUMBAI,14-01-2018,No
CUST-1744,Female,0,Yes,No,47.0,Yes,No,Fiber optic,Month-to-month,YES,Electronic check,98.28,4595.44,Mumbai,22-01-2022,yes
CUST-1320, Male,0,Yes,No,47.0,no,,,Month-to-month,YES,Mailed check,85.04,3930.6,Mumbai,30-09-2019,1
CUST-1948, Male,0,NO,Yes,51.0,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer,56.92,3035.3,Mumbai,05-03-2023,NO
CUST-1187,Male,0,Yes,Y,7.0,Yes,Yes,dsl,Month-to-month,No,Credit card,63.91,431.52,,08-01-2019,NO
CUST-1856,FEMALE,0,yes,,61.0,Yes,No,dsl,Month-to-month,Yes,Mailed check,35.52,2107.8,MUMBAI,02-09-2022,NO
CUST-1552,Male,0,NO,No,2.0,Yes,No phone service,DSL,Month-to-month,YES,Bank transfer,77.93,158.74,Chennai,04-01-2021,NO
CUST-1304, Male,0,Yes,,17.0,Yes,Yes,,One year,No,,28.06,476.6,Bengaluru,29-08-2019,No
CUST-1031,,0,yes,No,56.0,No,Yes,No,month-to-month,No,Bank transfer,59.08,3146.87,Hyderabad,03-03-2018,yes
CUST-1737,Female,1,Yes,N,15.0,yes,Yes,No,One year,Yes,Bank transfer,66.77,1030.22,,08-01-2022,NO
CUST-1240,FEMALE,0,,N,53.0,Yes,No phone service,,month-to-month,Yes,Credit card,65.52,3422.74,Mumbai,24-04-2019,NO
CUST-1996,male,0,No,No,45.0,yes,No phone service,Fiber optic,One year,Yes,Electronic check,41.96,1887.94,MUMBAI,08-06-2023,No
CUST-1174,Male,0,No,No,13.0,no,No phone service,Fiber optic,,No,Electronic check,69.83,897.91,MUMBAI,13-12-2018,NO
CUST-1245, Male,0,No,No,56.0,no,,No,Month-to-month,no,Electronic check,31.96,1767.47,MUMBAI,04-05-2019,No
CUST-1056,Female,0,,No,10.0,Yes,Yes,No,Two year,No,Electronic check,54.92,561.28,Hyderabad,22-04-2018,yes
CUST-1630, Male,nan,Yes,No,4.0,Yes,No phone service,Fiber optic,One year,No,Electronic check,46.85,181.91,bengaluru,09-06-2021,No
CUST-1583,Female,0,No,No,17.0,yes,No phone service,No,Two year,No,Mailed check,67.85,1161.19,Delhi,07-03-2021,No
CUST-1165,Female,1,yes,N,57.0,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,42.83, ,Delhi,25-11-2018,yes
CUST-1145,Male,0,Yes,No,47.0,Yes,No,dsl,Month-to-month,No,Mailed check,21.63,1002.85,Hyderabad,16-10-2018,No
CUST-1090,Male,1,,Yes,66.0,No,No phone service,Fiber optic,Two year,No,Credit card,94.62,6180.42,Hyderabad,29-06-2018,0
CUST-1392,male,0,yes,Yes,63.0,Yes,Yes,DSL,Two year,No,Mailed check,62.6,3993.91,Bengaluru,21-02-2020,Yes
CUST-1310,Female,1,No,Y,11.0,no,No phone service,Fiber optic,Two year,No,Electronic check,32.62,378.27,bengaluru,10-09-2019,No
CUST-1359,male,1,Yes,Yes,5.0,Yes,Yes,Fiber optic,Month-to-month,YES, Electronic check,69.12,339.29,Bengaluru,17-12-2019,0
CUST-1093,Female,nan,No,Yes,27.0,No,No,No,One year,No,Electronic check,74.86,2075.99,Hyderabad,05-07-2018,No
CUST-1834,FEMALE,0,,No,52.0,No,No phone service,DSL,Two year,YES,Mailed check,61.44,3403.16,Bengaluru,20-07-2022,No
CUST-1903,Female,0,NO,No,53.0,Yes,Yes,DSL,Two year,Yes,Mailed check,94.89, ,Bengaluru,05-12-2022,No
CUST-1376, Male,1,yes,No,5.0,Yes,No phone service,DSL,,No,Mailed check,44.51,239.0,Mumbai,20-01-2020,Yes
CUST-1243,Female,0,No,Yes,30.0,Yes,Yes,,Month-to-month,No, Electronic check,88.89,2531.8,Hyderabad,30-04-2019,No
CUST-1995,Female,0,No,No,36.0,No,No phone service,fiber optic,,No,Bank transfer,46.23,1623.66,Bengaluru,06-06-2023,No
CUST-1087,Female,nan,NO,,66.0,No,No,DSL,One year,Yes,Mailed check,62.86,4258.35,Hyderabad,23-06-2018,yes
CUST-1214,FEMALE,0,No,,62.0,Yes,Yes,Fiber optic,Month-to-month,No,Credit card,102.33,5724.2,Chennai,03-03-2019,No
CUST-1444,Male,0,Yes,Yes,54.0,Yes,Yes,Fiber optic,Month-to-month,YES,Electronic check,49.72,2678.2,Delhi,03-06-2020,No
CUST-1173, Male,0,Yes,No,56.0,Yes,Yes,No,One year,No,Mailed check,75.47,4053.88,Mumbai,11-12-2018,No
CUST-1425,FEMALE,0,No,N,49.0,No,Yes,fiber optic,Month-to-month,Yes,Bank transfer,74.81,3879.25,Bengaluru,26-04-2020,No
CUST-1930,Female,0,No,,66.0,No,No,No,,Yes,Credit card,47.49,2908.81,MUMBAI,28-01-2023,No
CUST-1118,Female,0,No,Yes,51.0,yes,Yes,Fiber optic,,No,Mailed check,79.21,4034.99,Mumbai,24-08-2018,NO
CUST-1119,male,0,,N,60.0,No,No,Fiber optic,month-to-month,No,Electronic check,61.43,3143.27,MUMBAI,26-08-2018,No
CUST-1800,FEMALE,0,NO,No,41.0,yes,No,,Month-to-month,No,,85.23,3722.37,Delhi,14-05-2022,Yes
CUST-1767,Male,0,Yes,Y,42.0,No,No,DSL,Two year,Yes,Electronic check,58.47,2599.56,Chennai,09-03-2022,Yes
CUST-1000,FEMALE,0,Yes,,49.0,No,No,DSL,One year,YES,Electronic check,55.98,2767.71,Chennai,01-01-2018,Yes
CUST-1394,Male,1,Yes,N,15.0,Yes,No phone service,DSL,Month-to-month,Yes,Electronic check,130.13,1898.18,bengaluru,25-02-2020,No
CUST-1401, Male,nan,yes,Yes,45.0,Yes,No,,Month-to-month,Yes, Electronic check,72.8,3404.52,Hyderabad,10-03-2020,No
CUST-1404,,1,Yes,Yes,46.0,No,Yes,Fiber optic,One year,Yes,Mailed check,47.13,2346.43,Mumbai,16-03-2020,No
CUST-1742, Male,0,NO,Yes,18.0,no,No,DSL,Month-to-month,Yes,Credit card,80.46,1429.4,Chennai,18-01-2022,No
CUST-1751,Female,nan,NO,Y,5.0,No,No,DSL,One year,No,Credit card,125.03,593.58,Mumbai,05-02-2022,Yes
CUST-1162,Male,0,No,Yes,64.0,yes,No,DSL,Month-to-month,No,Electronic check,90.51,5614.43,Hyderabad,19-11-2018,No
CUST-1114,Male,0,No,No,49.0,No,No,Fiber optic,One year,No,Credit card,53.46,2685.44,bengaluru,16-08-2018,0
CUST-1997,Male,0,Yes,No,64.0,Yes,Yes,DSL,Month-to-month,YES,Credit card,65.45,3914.01,Chennai,10-06-2023,No
CUST-1150,FEMALE,0,Yes,Y,8.0,Yes,No,No,One year,YES,,34.21,270.21,Bengaluru,26-10-2018,yes
CUST-2084,,0,Yes,N,17.0,no,No,Fiber optic,month-to-month,Yes,Credit card,19.58,312.27,,01-12-2023,NO
CUST-1982,FEMALE,0,No,No,72.0,No,No,DSL,,No,Credit card,68.73,4786.28,Bengaluru,11-05-2023,Yes
CUST-1902,Male,nan,,Yes,27.0,yes,Yes,Fiber optic,Two year,No,Electronic check,67.4,1880.98,Delhi,03-12-2022,Yes
CUST-1368,Female,0,yes,No,49.0,no,No,No,Month-to-month,No, Electronic check,49.23,2469.1,Bengaluru,04-01-2020,yes
CUST-1543,,0,NO,No,22.0,yes,No,DSL,,No,,75.97,1717.02,bengaluru,18-12-2020,No
CUST-1477,male,1,NO,Yes,12.0,No,,,Two year,no,Credit card,86.75,1018.02,,08-08-2020,No
CUST-2057,Male,0,No,No,52.0,no,Yes,Fiber optic,Month-to-month,No, Electronic check,90.39,4837.97,MUMBAI,08-10-2023,yes
CUST-1532,Female,0,No,No,46.0,Yes,Yes,fiber optic,Two year,Yes,Electronic check,98.58,4791.29,MUMBAI,26-11-2020,No
CUST-1625,Female,0,yes,No,44.0,No,No phone service,No,One year,No,Bank transfer,62.28, ,Hyderabad,30-05-2021,Yes
CUST-1852, Male,0,yes,No,61.0,No,Yes,DSL,Month-to-month,Yes,Bank transfer,89.88,5339.21,Delhi,25-08-2022,No
CUST-1512,Male,0,Yes,No,29.0,Yes,Yes,DSL,Month-to-month,No,Bank transfer,78.27,2334.82,Mumbai,17-10-2020,No
CUST-2041,male,1,No,Yes,28.0,Yes,No,DSL,Month-to-month,YES,Credit card,55.37,1604.9,,06-09-2023,No
CUST-1072, Male,0,NO,N,58.0,No,Yes,No,month-to-month,No,Credit card,68.96,3910.12,Hyderabad,24-05-2018,NO
CUST-1258,Male,0,Yes,No,72.0,No,Yes,DSL,Month-to-month,YES,Credit card,80.86,5943.06,bengaluru,30-05-2019,No
CUST-1624,,0,,Yes,19.0,Yes,Yes,DSL,Month-to-month,No,Mailed check,117.71,2224.02,Bengaluru,28-05-2021,No
CUST-2023,Female,0,yes,Yes,33.0,yes,Yes,,Two year,Yes,Mailed check,25.95,874.87,Chennai,01-08-2023,NO
CUST-1135,Male,0,yes,No,48.0,Yes,Yes,DSL,month-to-month,No,Mailed check,37.07,1720.68,Mumbai,27-09-2018,No
CUST-1616,FEMALE,0,Yes,No,,yes,,Fiber optic,Two year,Yes,Credit card,37.42,0.0,Bengaluru,12-05-2021,yes
CUST-1516,Female,0,No,No,72.0,Yes,Yes,Fiber optic,Month-to-month,No, Electronic check,55.79,4028.51,Bengaluru,25-10-2020,No
CUST-1975,male,0,Yes,Yes,50.0,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,64.64,3071.52,Bengaluru,27-04-2023,Yes
CUST-1592,Female,0,yes,No,30.0,yes,Yes,DSL,Month-to-month,Yes,Electronic check,20.42,613.82,Hyderabad,25-03-2021,No
CUST-1957,Female,0,Yes,No,28.0,yes,Yes,Fiber optic,Month-to-month,no,Electronic check,70.92,1768.04,MUMBAI,23-03-2023,No
CUST-1501, Male,0,No,Yes,61.0,Yes,,No,Two year,YES,,76.96,4585.52,Bengaluru,25-09-2020,yes
CUST-1538,Male,0,yes,N,50.0,Yes,Yes,dsl,month-to-month,Yes,Electronic check,92.61,4701.28,Delhi,08-12-2020,NO
CUST-1792,Female,0,No,N,72.0,No,No,,Month-to-month,Yes,Mailed check,100.84,7645.65,Mumbai,28-04-2022,0
CUST-1581,Female,1,Yes,,34.0,Yes,No,Fiber optic,One year,No,Mailed check,42.49,1518.03,Mumbai,03-03-2021,No
CUST-1343,male,0,Yes,Yes,63.0,Yes,Yes,DSL,month-to-month,no,Mailed check,44.55,3111.55,Hyderabad,15-11-2019,0
CUST-1816, Male,0,,No,33.0,No,No,DSL,One year,No,,60.93,1975.86,Bengaluru,15-06-2022,NO
CUST-1750,Male,0,Yes,,57.0,No,Yes,DSL,,No,Mailed check,48.99,3068.02,Chennai,03-02-2022,NO
CUST-1293,Male,0,,Yes,71.0,No,No,,Month-to-month,No,Bank transfer,56.69, ,Bengaluru,07-08-2019,NO
CUST-1364,male,0,yes,Yes,69.0,no,Yes,dsl,Month-to-month,no,Mailed check,29.41,2045.43,Chennai,27-12-2019,yes
CUST-1756,Female,0,Yes,No,,No,No phone service,No,Month-to-month,Yes,Bank transfer,86.95,0.0,Hyderabad,15-02-2022,No
CUST-1659,Female,nan,No,No,29.0,Yes,Yes,DSL,Two year,No,Credit card,86.11,2735.07,MUMBAI,06-08-2021,NO
CUST-1014,Female,nan,,No,34.0,Yes,No,Fiber optic,Two year,No,Mailed check,89.92,2970.6,Hyderabad,28-01-2018,yes
CUST-1686,Female,0,Yes,Yes,26.0,Yes,No,DSL,month-to-month,Yes,Credit card,70.1,1743.4,Chennai,29-09-2021,No
CUST-1086,FEMALE,1,NO,No,49.0,No,No,DSL,Month-to-month,Yes,Mailed check,77.94,4146.62,Hyderabad,21-06-2018,1
CUST-1370,FEMALE,nan,Yes,No,39.0,No,No,Fiber optic,Month-to-month,No,Bank transfer,117.64,4687.75,Mumbai,08-01-2020,Yes
CUST-1165,Female,1,yes,N,57.0,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,42.83, ,Delhi,25-11-2018,yes
CUST-1131, Male,0,No,No,11.0,No,No,,month-to-month,Yes,Credit card,49.07,570.07,,19-09-2018,No
CUST-1335,male,nan,No,Yes,2.0,No,No,Fiber optic,Two year,no,Electronic check,47.44,95.1,,30-10-2019,No
CUST-1059,Male,0,No,Y,2.0,no,No,,One year,Yes, Electronic check,90.61,184.06,bengaluru,28-04-2018,0
CUST-1709,Female,0,No,No,67.0,Yes,No,No,,No,Bank transfer,144.05,9692.78,Chennai,13-11-2021,No
CUST-1676, Male,0,Yes,Yes,25.0,No,,DSL,Two year,YES,Electronic check,53.19,1341.39,Bengaluru,09-09-2021,yes
CUST-1354,Female,0,Yes,No,66.0,Yes,No,,Month-to-month,No,Credit card,115.7,7894.3,Delhi,07-12-2019,yes
CUST-1424,male,0,No,N,5.0,Yes,No phone service,fiber optic,Two year,Yes,Credit card,69.03,350.81,Chennai,24-04-2020,No
CUST-1292, Male,0,Yes,N,51.0,Yes,Yes,Fiber optic,Two year,No,Credit card,28.78,1401.84,MUMBAI,05-08-2019,yes
CUST-1041,FEMALE,0,Yes,N,22.0,Yes,Yes,Fiber optic,One year,No,Bank transfer,15.0,328.47,Bengaluru,23-03-2018,1
CUST-1329,Female,1,yes,Yes,11.0,Yes,Yes,Fiber optic,Two year,No,Electronic check,30.96,334.98,Chennai,18-10-2019,NO
CUST-1614,Female,0,Yes,No,36.0,No,Yes,DSL,Month-to-month,No, Electronic check,49.1,1744.98,Chennai,08-05-2021,Yes
CUST-1429,FEMALE,0,Yes,N,23.0,No,No,fiber optic,Month-to-month,Yes,,19.49,459.65,Chennai,04-05-2020,NO
CUST-1079,FEMALE,0,yes,,22.0,No,No,DSL,,Yes,Mailed check,51.27,1160.67,Chennai,07-06-2018,Yes
CUST-1693,Female,0,yes,No,32.0,Yes,No phone service,,Two year,No,Bank transfer,73.25,2098.3,Hyderabad,12-10-2021,NO
CUST-1028,Male,0,Yes,No,45.0,Yes,No,fiber optic,Month-to-month,YES, Electronic check,39.7,1770.35,Bengaluru,25-02-2018,NO
CUST-1707,FEMALE,1,Yes,Yes,35.0,yes,No,DSL,Month-to-month,No,Bank transfer,89.09,3214.07,Bengaluru,09-11-2021,No
CUST-1254,Male,1,yes,No,,Yes,No phone service,dsl,Month-to-month,No,,112.10999999999999,0.0,Bengaluru,22-05-2019,No
CUST-2049,Male,0,No,N,34.0,yes,No,DSL,month-to-month,no,Electronic check,56.16,1944.17,Mumbai,22-09-2023,No
CUST-1458,FEMALE,0,Yes,,13.0,no,Yes,No,One year,Yes,,79.82,986.89,Chennai,01-07-2020,NO
CUST-1383,Female,0,Yes,No,36.0,Yes,No phone service,,month-to-month,Yes,,110.38,4237.17,Delhi,03-02-2020,No
CUST-1313,Female,nan,Yes,N,56.0,Yes,No phone service,DSL,One year,Yes, Electronic check,55.02,2968.6,Hyderabad,16-09-2019,NO
CUST-1084,Male,0,Yes,Yes,11.0,Yes,,dsl,One year,No,Bank transfer,61.79,670.61,bengaluru,17-06-2018,1
CUST-1574, Male,0,NO,,20.0,no,No,Fiber optic,Month-to-month,No,Mailed check,96.0,1900.53,Chennai,17-02-2021,No
CUST-1136,,0,NO,No,72.0,Yes,No,Fiber optic,Two year,Yes, Electronic check,99.01,6976.97,bengaluru,29-09-2018,No
CUST-1111,Male,1,Yes,Yes,24.0,No,Yes,DSL,Two year,Yes,Mailed check,84.46,2070.49,bengaluru,10-08-2018,NO
CUST-1194,Male,0,No,Yes,1.0,No,No phone service,Fiber optic,Month-to-month,No,Bank transfer,50.32,50.81,bengaluru,22-01-2019,Yes
CUST-1178, Male,1,Yes,,55.0,No,No,DSL,Two year,No,Electronic check,63.23,3574.28,Bengaluru,21-12-2018,yes
CUST-1555,Male,1,NO,Yes,9.0,No,No phone service,Fiber optic,Month-to-month,Yes,Mailed check,121.49,1034.13,MUMBAI,10-01-2021,Yes
CUST-1723,,0,yes,,36.0,No,No phone service,Fiber optic,Month-to-month,Yes,Electronic check,81.02,3246.51,Mumbai,11-12-2021,No
CUST-1496,Female,0,NO,No,54.0,Yes,No phone service,Fiber optic,,No,Electronic check,70.43,3678.31,bengaluru,15-09-2020,Yes
CUST-1129,male,0,No,N,12.0,no,Yes,DSL,month-to-month,no,Mailed check,44.68,590.59,Hyderabad,15-09-2018,No
CUST-1715,Male,0,Yes,No,72.0,Yes,No,No,Month-to-month,YES,Electronic check,83.91,6191.63,MUMBAI,25-11-2021,No
CUST-1337,FEMALE,0,No,Yes,40.0,Yes,No phone service,DSL,Two year,Yes,Mailed check,72.37,2788.8,Mumbai,03-11-2019,1
CUST-1154,Male,0,No,,65.0,No,No,Fiber optic,Two year,no,Credit card,57.53,3842.44,Delhi,03-11-2018,No
CUST-1608,FEMALE,1,Yes,No,18.0,No,No,No,Month-to-month,Yes,Electronic check,61.06,1134.99,Mumbai,26-04-2021,Yes
CUST-1124,Male,0,Yes,Yes,26.0,Yes,Yes,Fiber optic,Two year,No,Electronic check,37.49,958.34,Bengaluru,05-09-2018,NO
CUST-1195,Male,1,,N,36.0,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card,70.28,2485.26,Bengaluru,24-01-2019,Yes
CUST-1226,Male,1,Yes,Yes,71.0,no,,DSL,One year,No,Bank transfer,80.59,5707.39,Bengaluru,27-03-2019,No
CUST-1689,Female,0,Yes,,5.0,no,No,DSL,Month-to-month,No,Bank transfer,92.03,424.62,Mumbai,04-10-2021,NO
CUST-1268,Male,0,No,N,36.0,No,Yes,,Two year,YES,Bank transfer,16.37,559.78,Mumbai,19-06-2019,NO
CUST-1152,Male,0,Yes,Yes,26.0,Yes,No phone service,DSL,,No,Bank transfer,52.04, ,Bengaluru,30-10-2018,No
CUST-1584, Male,0,Yes,,31.0,Yes,No,DSL,One year,No,,130.13,4177.91,MUMBAI,09-03-2021,No
CUST-1103,,0,No,,71.0,Yes,No,DSL,One year,no,Bank transfer,41.31,2970.49,Hyderabad,25-07-2018,No
CUST-1593,male,0,,No,29.0,No,No,No,One year,Yes,Credit card,62.96,1759.13,Mumbai,27-03-2021,No
CUST-2027,Female,0,Yes,Y,68.0,No,No,No,One year,No,Electronic check,90.43,5918.93,,09-08-2023,No
CUST-1977,Female,0,No,N,28.0,Yes,Yes,DSL,month-to-month,No,Mailed check,16.94,435.23,bengaluru,01-05-2023,No
CUST-1794,Male,0,No,Yes,32.0,no,Yes,Fiber optic,One year,YES,Electronic check,77.63,2472.05,MUMBAI,02-05-2022,No
CUST-1227,Female,0,yes,Yes,8.0,no,Yes,No,,Yes,Electronic check,74.21,559.86,Mumbai,29-03-2019,No
CUST-2048, Male,0,NO,No,48.0,no,No,dsl,Two year,Yes,Electronic check,28.97,1373.7,MUMBAI,20-09-2023,No
CUST-1301,Male,0,yes,Yes,5.0,No,Yes,DSL,One year,YES,Electronic check,66.87,365.59,Bengaluru,23-08-2019,No
CUST-1275,Female,0,Yes,No,63.0,No,No,No,Month-to-month,YES,Credit card,41.27,2551.83,Mumbai,02-07-2019,yes
CUST-1126,Female,0,Yes,Yes,15.0,No,No,Fiber optic,Two year,Yes, Electronic check,29.83,430.96,Mumbai,09-09-2018,yes
CUST-1405, Male,0,Yes,Yes,72.0,Yes,No,,Month-to-month,Yes,Electronic check,37.39,2766.37,Mumbai,18-03-2020,No
CUST-1775, Male,0,NO,No,54.0,no,,DSL,,No, Electronic check,51.91,2668.41,Delhi,25-03-2022,NO
CUST-1985, Male,0,Yes,Yes,32.0,Yes,Yes,No,Two year,Yes,Mailed check,109.95,3663.12,MUMBAI,17-05-2023,Yes
CUST-1765,Male,1,No,N,66.0,Yes,No,No,One year,YES,Credit card,29.94,2065.16,,05-03-2022,No
CUST-1683,Female,0,No,Yes,16.0,yes,No,No,One year,Yes,Credit card,66.69,1018.51,Hyderabad,23-09-2021,Yes
CUST-1749, Male,0,NO,Y,0.0,no,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,49.45,0.0,MUMBAI,01-02-2022,No
CUST-2051,Male,0,No,Yes,24.0,Yes,Yes,Fiber optic,One year,no,Electronic check,85.85,1972.96,Mumbai,26-09-2023,No
CUST-1036,Male,0,Yes,No,21.0,yes,No,Fiber optic,Month-to-month,No,Electronic check,32.67,673.62,Mumbai,13-03-2018,No
CUST-1139,Male,0,Yes,No,17.0,Yes,Yes,Fiber optic,One year,No,Credit card,104.58,1783.85,Bengaluru,04-10-2018,No
CUST-1303,Female,0,NO,Yes,49.0,No,Yes,DSL,Two year,Yes,Electronic check,62.43,3053.57,Bengaluru,27-08-2019,yes
CUST-1267,Male,0,No,No,35.0,yes,No,No,Two year,No,Electronic check,82.9,2886.63,Hyderabad,17-06-2019,0
CUST-1533,male,0,No,No,59.0,No,Yes,Fiber optic,month-to-month,YES,Credit card,45.97,2687.97,Mumbai,28-11-2020,Yes
CUST-1545,Female,0,NO,No,2.0,yes,Yes,Fiber optic,One year,No,Electronic check,90.0,165.54,Mumbai,22-12-2020,No
CUST-1212,Male,0,No,,57.0,No,Yes,,One year,No, Electronic check,75.64,4118.91,Mumbai,27-02-2019,No
CUST-1468,Male,0,No,Y,51.0,no,Yes,DSL,Month-to-month,Yes,,16.66,824.18,,21-07-2020,Yes
CUST-1198,Male,0,Yes,No,6.0,Yes,No phone service,DSL,Two year,YES,Credit card,40.21,264.51,MUMBAI,30-01-2019,yes
CUST-1672,,0,Yes,No,55.0,Yes,No,dsl,Month-to-month,No,Electronic check,60.93,3274.06,MUMBAI,01-09-2021,No
CUST-1527,,0,Yes,No,6.0,Yes,Yes,DSL,,Yes,Mailed check,52.98,311.22,Bengaluru,16-11-2020,No
